price,city,address,property_size,property_type,amenities,listing_url,page
2457863.0,Madrid,28004 Madrid,2314.0,Condo/Apartment,,https://www.properstar.com/listing/105460294,
977707.0,Madrid,28010 Madrid,743.0,Condo/Apartment,"Lift,Swimming pool,Air conditioning",https://www.properstar.com/listing/103068274,
4181630.0,Madrid,28046 Madrid,2799.0,Condo/Apartment,"Air conditioning,Alarm,Balcony,Garage,Lift,Parking,Swimming pool",https://www.properstar.com/listing/105358504,
7395340.0,Madrid,28006 Madrid,5393.0,Condo/Apartment,"Lift,Terrace",https://www.properstar.com/listing/105451938,
8917910.0,Madrid,28023 Madrid,16878.0,House,"Air conditioning,Alarm,Garage,Garden,Swimming pool,Electric vehicle charging,Parking,Wine cellar",https://www.properstar.com/listing/104656145,
4725405.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",3455.0,House,Fitness centre,https://www.properstar.com/listing/105252789,
19032124.0,Madrid,"21 C. del Real Madrid, Madrid, Madrid, Chamartín, El Viso Madrid, Madrid, Chamartín, El Viso Madrid",7502.0,House,Fitness centre,https://www.properstar.com/listing/105252790,
2773252.0,Madrid,28002 Madrid,2228.0,Condo/Apartment,"Lift,Furnished",https://www.properstar.com/listing/105303609,
5426874.0,Madrid,28001 Madrid,2831.0,Condo/Apartment,Balcony,https://www.properstar.com/listing/105303610,
967919.0,Madrid,28006 Madrid,775.0,Condo/Apartment,"Internet,24/7 concierge,Air conditioning,Furnished,Lift",https://www.properstar.com/listing/105235726,
5002730.0,Madrid,28004 Madrid,2928.0,Condo/Apartment,"Air conditioning,Intercom,Lift",https://www.properstar.com/listing/105037431,
1223494.0,Madrid,28001 Madrid,936.0,Condo/Apartment,"Air conditioning,Internet,Lift",https://www.properstar.com/listing/105115408,
1952152.0,Madrid,28008 Madrid,2067.0,Condo/Apartment,"Air conditioning,Lift",https://www.properstar.com/listing/103128266,
1163678.0,Madrid,28006 Madrid,1249.0,Condo/Apartment,"Air conditioning,Intercom,Lift,Balcony",https://www.properstar.com/listing/104709809,
788474.0,Madrid,28039 Madrid,861.0,Condo/Apartment,"Air conditioning,Dishwasher,Furnished,Lift,Washing machine,Fitness centre,Parking,Swimming pool,Terrace",https://www.properstar.com/listing/104995061,
222948.0,Madrid,Madrid,743.0,Studio apartment,"Air conditioning,Lift,Garage",https://www.properstar.com/listing/105114474,
1196305.0,Madrid,Madrid,1442.0,Condo/Apartment,"Air conditioning,Intercom,Lift",https://www.properstar.com/listing/104966133,
815662.0,Madrid,28014 Madrid,904.0,Condo/Apartment,"Air conditioning,Furnished",https://www.properstar.com/listing/105067280,
